address,avgPric,branchName,distance,latitude,longitude,shop_id,shop_name,style,tLogo 
铜官山区财富广场新百源街124号,,财富广场店,1931,30.928436,117.81624,117586,小菜园,徽菜,http://img1.mwfile.cn/webpic/201707/2516/5976fabc91c8e.jpg
鸠江区伟星·星悦广场,,星悦广场店,1764,31.359491,118.41606,210956,九田家黑牛烤肉,烧烤,https://m.mwfile.cn/mm1013/image/20180211/144547_92106b4875.jpg
鸠江区万达广场3楼,,万达广场店,3622,31.337977963,118.399018741,116094,小菜园,徽菜,http://img1.mwfile.cn/webpic/201707/2516/5976fabc91c8e.jpg
"镜湖区赭山路1号万达广场1楼01-32,33室,2楼02-31,32,33室",,芜湖万达店,3481,31.338665,118.400269,51439,必胜客,西餐,https://m.mwfile.cn/mm1003/image/20180207/144509_16b2b82114.jpg
芜湖镜湖区万达广场三楼,,万达店,3640,31.337257,118.399243,211899,九田家黑牛烤肉料理,韩国料理,https://m.mwfile.cn/mm1013/image/20180310/162012_5c3e6d5e4a.png
安徽省芜湖市鸠江区赭山东路1号,,鸠江万达店,3527,31.33829027242519,118.3999478816986,273995,梧桐弄堂,本帮菜,https://m.mwfile.cn/mm1003/image/20181030/110547_fbf552767e.jpg
镜湖区万达广场3楼,,芜湖万达广场店,3570,31.338236,118.39947,180694,小猪小牛,烧烤,http://img1.mwfile.cn/Files/201511/1318/1447412266430.jpg?ID=1442859
镜湖区万达广场3楼,,芜湖万达店,3660,31.338058,118.39852,179519,韩宫宴,烧烤,https://m.mwfile.cn/mm1003/image/20180408/163918_48ea9ec1f3.jpg
鸠江区万达广场3楼3-1617,,万达广场店,3601,31.338058,118.399216,141638,东北灶,东北菜,https://m.mwfile.cn/mm1003/image/20180408/113323_44214583f1.jpg
镜湖区万达三楼,,芜湖镜湖万达店,3583,31.33853,118.39915,61709,重庆德庄火锅,火锅,http://img1.mwfile.cn/Files/201411/2115/1416555833943.jpg?ID=138919
芜湖市中山北路33号芜湖八佰伴生活广场5层L5018铺,,芜湖八佰伴店,6449,31.3407939547,118.3665165269,199030,捞王锅物料理,火锅,https://m.mwfile.cn/mm1003/image/20180606/102839_097d169b7d.jpg
安徽省芜湖市中山北路33号芜湖八佰伴生活广场5层,,芜湖八佰伴店,5737,31.347691729,118.3728263671,311743,禾味铁板料理,日料,https://m.mwfile.cn/mm1013/image/20190114/205206_6a29dcd0f7.jpg!/fwfh/240x180
安徽省芜湖市南陵县籍山镇惠民路苏果购物广场蜀大侠火锅,,南陵苏果店,5858,31.3672887071,118.3736042563,316904,蜀大侠,火锅,https://m.mwfile.cn/mm1013/image/20190127/110259_5c9f085d0b.jpg!/fwfh/240x180
镜湖区银湖北路莲塘西门银莲园11-12号,,莲塘新村店,5960,31.371136,118.37393,231819,江城二当家烤牛肉,烧烤,https://m.mwfile.cn/mm1013/image/20180531/160321_bdd4803368.jpg!/fwfh/240x180
芜湖市镜湖区中山北路33号八佰伴生活广场,,芜湖八佰伴店,6474,31.3403639547,118.3663565269,200491,寻味寿司,美食,http://img1.mwfile.cn/Files/201505/2118/1432202531788.jpg?ID=735279
芜湖市镜湖区中山北路33号八佰伴生活广场5层L5006号,,芜湖八佰伴店,6451,31.3419339547,118.3662265269,197504,绿色吴家粥铺,美食,http://img1.mwfile.cn/Files/201706/1019/1497092447933.jpg?ID=2729726
镜湖区银湖南路120号八佰伴生活广场5楼,,芜湖八佰伴店,6465,31.340551,118.36641,202394,京一顺老北京火锅,火锅,http://img1.mwfile.cn/Files/201512/2412/1450931806516.jpg?ID=1580828
芜湖市镜湖区中山北路33号八佰伴生活广场,,芜湖八佰伴店,6553,31.3389939547,118.3658765269,197701,小猪小牛章鱼水煎肉,其他美食,https://file.mwfile.cn/in1013/image/20171121/120340_1c2ad0fcd8.jpg
安徽省芜湖市镜湖区中和路苏宁广场七楼,,芜湖苏宁六楼旗舰店,6702,31.3292270633,118.3680209869,202658,小菜园,其他美食,http://img1.mwfile.cn/webpic/201707/2516/5976fabc91c8e.jpg
芜湖中和路苏宁广场八楼807号,,苏宁广场店,6702,31.3292270633,118.3680209869,189448,九鼎轩火锅店,火锅,http://img3.mwfile.cn/oa/upload/201709/2416/59c76ca2b60fd.jpg
安徽芜湖市镜湖区中山路32号苏宁广场8楼,,芜湖苏宁广场店,6769,31.3290070633,118.3673609869,231298,九田家黑牛果木烤肉,美食,https://m.mwfile.cn/mm1013/image/20180522/163942_5ed9f88806.jpg!/fwfh/240x180
安徽省宣城市宣州区叠嶂西路10号国购广场一楼,,宣城国购店,640,30.94567,118.75539,303418,小菜园,其他美食,http://img1.mwfile.cn/webpic/201707/2516/5976fabc2fa5f.jpg!/fwfh/240x180
宣城市经济开发区 万达广场,,宣城万达店,2015,30.9367012543,118.738211906,219984,大渝火锅,美食,https://m.mwfile.cn/mm1003/image/20180419/185654_128fd93be1.jpg
安徽省宣城市宣州区水阳江大道万达广场3楼,,宣城万达店,1796,30.9342408297,118.7415617715,229472,九田家黑牛果木烤肉,其他美食,https://m.mwfile.cn/mm1013/image/20180522/163942_5ed9f88806.jpg!/fwfh/240x180
安徽宣城万达广场4楼4052,,宣城万达店,2015,30.9367012543,118.738211906,239940,茉莉,其他美食,https://m.mwfile.cn/mm1013/image/20180619/111255_b13672966d.jpg!/fwfh/240x180
安徽省宣城市宣城万达,,宣城万达店,1287,30.9325452531,118.7492651404,215660,小菜园,美食,http://img1.mwfile.cn/webpic/201707/2516/5976fabc91c8e.jpg
安徽省宣城市青龙东路7号M-10,,宁国店,40315,30.63492,118.98555,294660,小龙坎老火锅,火锅,https://m.mwfile.cn/mm1013/image/20180607/193009_d3015dc0da.jpg!/fwfh/240x180
安徽省宣城市泾县泾川镇云岭路城市文化广场G6-G12,,荷花塘店,43670,30.6906762125,118.4061753648,311190,小龙坎老火锅,火锅,https://m.mwfile.cn/mm1013/image/20190114/095659_0b6f264479.jpg!/fwfh/240x180
澳门半岛新口岸区上海街51号帝濠酒店1楼及地下F、G鋪位（置地酒店側帝濠酒店一樓）,,上海街店,1266,22.188198,113.55313,166716,帝濠軒,粤菜,http://img3.mwfile.cn/oa/upload/201704/1712/58f4433b01514.jpg
澳门半岛皇朝区天钻大厦雅诗阁酒店一楼,,皇朝店,1485,22.186835,113.543028,113278,順軒海鮮酒家,粤菜,http://img3.mwfile.cn/oa/upload/201604/3010/57241914554bf.png
东城区王府井大街138号apm购物中心6楼605-606,,北京APM店,1282,39.915044,116.411974,46389,火炉火,韩国料理,http://img1.mwfile.cn/Files/201507/3017/1438249044674.jpg?ID=1022401
东城区东安门大街55号王府世纪一层,,王府井店,1306,39.915771,116.407475,238721,第六季自助餐厅,自助餐,http://img1.mwfile.cn/Files/201512/3116/1451550812480.jpg?ID=1613855
王府井大街138号北京apmB区5层548,,王府井APM店,1265,39.91495,116.41167,147160,旺池川菜,川菜,https://m.mwfile.cn/mm1003/image/20180718/155213_2aa5075699.jpg
北京王府井大街138号北京apm6层,,北京apm店,1218,39.914516,116.411654,198455,局气,北京菜,http://img1.mwfile.cn/Files/201511/2515/1448437041253.jpg?ID=1475414
王府井大街138号新东安广场5层532-535号,,北京王府井APM店,1171,39.914084,116.411594,182017,捞王锅物料理,火锅,https://m.mwfile.cn/mm1003/image/20180606/102839_097d169b7d.jpg
东城区王府井大街东方新天地地铁层FF02&B1FF06,,王府井店,817,39.908889,116.414718,148366,湊湊 火锅·茶憩,火锅,https://m.mwfile.cn/mm1003/image/20181129/120435_b37e9af8c1.png
东城区灯市口西街32号东华饭店1楼,,灯市口店,1601,39.918394,116.408878,31904,四季民福烤鸭店,烤鸭,http://img1.mwfile.cn/Files/201505/0312/1430627280711.jpg?ID=659425!/fwfh/240x180
崇文门外大街18号国瑞城购物中心3层,,国瑞城购物中心店,1159,39.898962,116.419402,7131,南京大牌档,本帮江浙菜,http://img1.mwfile.cn/Files/201410/1302/1413137895928.jpg?ID=104599
王府井大街138号APM6层,,王府井店,1221,39.914505,116.411811,196242,道顿堀御好烧专门店,烧烤,http://img3.mwfile.cn/oa/upload/201711/1317/5a0967e7b9daa.jpg
北京东城区王府井大街269号王府中环东座4层402号商铺,,王府井店,1006,39.912826,116.410273,199876,Tomacado花厨,西餐,http://img1.mwfile.cn/webpic/201712/0313/5a2390b8576a6.jpg
南池子大街11号,,故宫店,1239,39.91459,116.402891,81245,四季民福烤鸭店,烤鸭,http://img1.mwfile.cn/Files/201505/0312/1430627270593.jpg?ID=659415!/fwfh/240x180
东城区王府井大街138号北京apm五层509店铺(地铁5号线灯市,,北京王府井店,1264,39.914745,116.412487,13995,西贝莜面村,西北菜,http://img1.mwfile.cn/Files/201501/2215/1421913156239.jpg?ID=276576
粮食店街17号(近前门大街),,粮食店街店,1331,39.894811,116.39758,288044,九门轩烤鸭店,家常菜,https://m.mwfile.cn/mm1013/image/20181105/094406_62894f3602.jpg!/fwfh/240x180
东长安街东方广场B1层BB02A号商铺,,东方广场店,715,39.909457,116.412016,211644,一风堂拉面,其他美食,https://m.mwfile.cn/mm1013/image/20180308/120759_687d516ab2.jpg
大栅栏商业街18号,,前门大栅栏店,1310,39.89577,116.396582,128021,四季民福烤鸭店,烤鸭,http://img1.mwfile.cn/Files/201505/0312/1430627270593.jpg?ID=659415!/fwfh/240x180
北京东城区王府井apm6层,,王府井apm店,1250,39.914749,116.411953,197868,雁舍,湘菜,https://file.mwfile.cn/in1013/image/20171122/094655_2dbcf64be2.jpg
北京市奥华餐厅(北京市东城区台基厂大街183),,老张记店,392,39.90287690847093,116.41187226860548,274669,奥华餐厅,川湘菜,https://m.mwfile.cn/mm1013/image/20180921/130536_5c23be8cb4.jpg!/fwfh/240x180
西城区前门西大街14号楼(近地铁和平门站、师大附中),,和平门店,1943,39.899371,116.385567,7814,全聚德,北京菜,https://m.mwfile.cn/mm1003/image/20190102/134953_fdb52ec16b.jpg
北京市东城区王府井大街西侧王府井中环中心4层,,王府中环店,1004,39.912825,116.410201,193406,莆田餐厅,中餐,http://img1.mwfile.cn/webpic/201710/0915/59db2684e0d67.jpg
北京市东城区王府井大街138号新东安广场5层L516号店铺,,APM店,1244,39.914692,116.411937,268136,丼丼屋,美食,http://img1.mwfile.cn/Files/201601/1511/1452828560224.png?ID=1659998
福州市台江区中亭街三通路上下杭,,上下杭店,2604,26.053067,119.306973,214551,王庄阿咪大排档,其他美食,http://img3.mwfile.cn/oa/upload/201608/3010/57c4ef6d46354.jpg
西二环中路691号万象生活城四楼322a,,万象店,1240,26.064779,119.290431,217096,蜀都丰.手工水煮活鱼,川菜/家常菜,http://img3.mwfile.cn/oa/upload/201710/2220/59ec88ff078ba.jpg
福州市鼓楼区五一中路金润大厦一层(正大广场对面),,金润大厦店,1514,26.07586,119.31158,184627,汕头八合里海记牛肉,美食,https://m.mwfile.cn/mm1003/image/20180122/112518_f8e19c2c72.jpg
鼓楼区南街街道八一七北路88号第10层10F-T03店铺,,东街口店,1193,26.085013,119.298901,195285,胖哥俩肉蟹煲,本帮江浙菜,http://img1.mwfile.cn/Files/201412/1511/1418613398539.jpg?ID=173699
西二环中路西环中路691号万象城3楼直梯旁边,,万象城店,1296,26.064217,119.290408,270069,达摩食堂,美食,https://m.mwfile.cn/mm1013/image/20180905/101726_58cd648ba6.jpg!/fwfh/240x180
福州市八一七北路88号东百中心A馆,,东百中心店,1232,26.085365,119.298931,192214,蛙舍·海鲜牛蛙,香锅,https://m.mwfile.cn/mm1006/image/20181228/102640_5a807a2018.jpg!/fwfh/240x180
鼓楼区温泉路58号铭濠酒店一、二层,,温泉路店,2173,26.090199,119.30946,31768,泰自然,足疗按摩,http://img1.mwfile.cn/Files/201504/1016/1428653259284.jpg?ID=561388
台江区工业路378号万象城4楼,,万象城店,1332,26.0638,119.29051,92616,大丰收李家,本帮江浙菜,http://img1.mwfile.cn/Files/201504/0311/1428030159317.jpg?ID=530248
台江区工业路378号万象城4层,,万象城店,1264,26.064435,119.290625,166771,+CAN·加餐海鲜自助,自助餐,http://img3.mwfile.cn/oa/upload/201704/1717/58f48556a6c6a.jpg
西二环中路691号万象生活城4楼(西西弗书店东侧),,万象城店,1208,26.064874,119.290911,235645,贝勒爷双层炭火铜锅,火锅,https://m.mwfile.cn/mm1013/image/20180607/203956_01552f286a.jpg!/fwfh/240x180
台江区群众路198号汇福大厦一层,,群众店,1493,26.069101,119.310182,172244,蜀都丰·手工水煮活鱼,川菜/家常菜,http://img1.mwfile.cn/webpic/201710/2219/59ec849c5e87f.jpg
台江区工业路193号宝龙广场负一层193号至195号店面,,福州宝龙广场店,1536,26.06139,119.29168,78071,乐烧自助烤肉,烧烤,http://img1.mwfile.cn/Files/201510/0920/1444392429345.jpg?ID=1330918
福州市鼓楼区东百中心C1座4楼无味舒食,,东百店,1197,26.084988,119.299239,271448,无味舒食,美食,https://m.mwfile.cn/mm1013/image/20180119/123738_81ae69bda6.jpg
台江区工业路378号万象城3楼北侧,,万象城店,1283,26.064123,119.290897,97690,大丰收鱼庄,鱼火锅,http://img1.mwfile.cn/Files/201504/0311/1428030159317.jpg?ID=530248
台江区达道路68号达道一号三可小镇3楼,,世纪金源店,2324,26.057096,119.309364,236592,四道菜,闽菜,http://img1.mwfile.cn/Files/201509/1515/1442303602530.jpg?ID=1232109!/fwfh/240x180
东街街道井大路22号庆城市场2楼（井大路与庆城路交叉口）,,井大路店,1753,26.088393,119.304805,266090,泰蒲·泰国料理,其他美食,https://m.mwfile.cn/mm1013/image/20180822/101351_aa4a73cd24.jpg!/fwfh/240x180
福州鼓楼区吉庇路12号醉得意楼上,,吉庇路店,800,26.080992,119.299953,182316,杜老板松茸菌汤川味火锅,四川火锅,https://m.mwfile.cn/mm1003/image/20181031/095236_1b1cd8f9c7.jpg
台江区工业路378号万象城购物中心1楼,,福州万象店,1285,26.064425,119.290201,19350,必胜客,披萨,https://m.mwfile.cn/mm1003/image/20180207/144509_16b2b82114.jpg
鼓楼区杨桥路中闽大厦2楼,,三坊七巷店,1229,26.085557,119.296467,87775,凡塔斯,牛排,https://m.mwfile.cn/mm1013/image/20180928/142606_7f6a16e4c7.jpg
台江区工业路193号宝龙城市广场4楼,,福州宝龙广场店,1507,26.061912,119.290915,62271,江南食代自助餐厅,自助餐,http://img1.mwfile.cn/Files/201510/2613/1445838015520.jpg?ID=1379958
福州南街街道八一七北路88号百华大厦10层02号商铺,,福州东百中心店,1161,26.084789,119.298512,194425,嘻游记•烧肉,日式烧烤/烤肉,https://m.mwfile.cn/mm1003/image/20180524/143057_1ec966af54.jpg
八一七北路110号三坊七巷南街商业中心A区3楼C1-302,,福州东百,1192,26.084992,119.298991,274720,星叶,东南亚菜,https://m.mwfile.cn/mm1003/image/20181002/095921_aae3869271.jpg!/fwfh/240x180
福州台江区宁化街道工业路199号,,万宝城店,1389,26.063271,119.290415,196077,哈哈碳都,烧烤,http://img3.mwfile.cn/oa/upload/201612/2519/585fb127d5ae4.jpg
台江区工业路193号宝龙城市广场新华都后门,,福州宝龙店,1425,26.06245,119.29166,96663,小叫天泡椒活田鸡,川菜/家常菜,http://img1.mwfile.cn/Files/201512/2315/1450855764758.jpg?ID=1577498
台江区工业路193号宝龙城市广场B1楼A区198-199店,,福州宝龙广场店,1564,26.061059,119.291919,87776,凡塔斯,牛排,https://m.mwfile.cn/mm1013/image/20180928/142606_7f6a16e4c7.jpg
台江区西环中路691号万象生活城4层,,万象店,1264,26.064435,119.290625,115952,捌零印象私家厨房,美食,http://img1.mwfile.cn/Files/201506/0513/1433481208245.jpg?ID=798853
福州市鼓楼区五四路158号世界金龙大厦,,金龙店,2828,26.09821,119.30676,151796,泰自然,其他美食,http://img1.mwfile.cn/Files/201504/1016/1428653250714.jpg?ID=561382
福建省福州市台江区万象城四楼,,万象店,428,26.0706981386,119.2971291235,314374,港九茶餐厅,粤菜,https://m.mwfile.cn/mm1013/image/20190119/193039_bcd96f589b.jpg!/fwfh/240x180
福州鼓楼区东街口东百B馆8F-T01,,东街口店,1330,26.086329,119.298518,197458,钟意牛扒,西式正餐,https://file.mwfile.cn/in1013/image/20171120/130630_93b11d259b.jpg
黎明商圈怡园路支路万象四楼,,万象城店,1219,26.064786,119.29085,206121,江渔儿,美食,http://img1.mwfile.cn/Files/201703/2216/1490171577617.jpg?ID=2721385
鼓楼区省府路84号2楼,,省府店,1383,26.086945,119.296272,146752,红运火锅小栈,四川火锅,http://img1.mwfile.cn/Files/201508/2616/1440577284707.jpg?ID=1120261
南后街吉庇巷61-1号,,吉庇路店,727,26.080529,119.299336,102385,食鼎记私房菜,私房菜,http://img1.mwfile.cn/Files/201509/2117/1442826833897.jpg?ID=1261479
工业路378号万象城4层,,万象城店,1264,26.064435,119.290625,148988,蛙小呱炭烤牛蛙,烧烤,http://img3.mwfile.cn/oa/upload/201701/0909/5872ece09b0ef.jpg
福建省福州市台江区西环中路,,中防万宝城店,1394,26.063222,119.290426,275697,炉鱼,烤鱼,https://m.mwfile.cn/mm1003/image/20181008/152552_384ccc7e1e.jpg
五四路126号王府井百货6楼,,王府井店,2111,26.091559,119.305777,197929,捌零映像,美食,http://img3.mwfile.cn/oa/upload/201710/2313/59ed80bd367b6.jpg
台江区工业路233号苏宁广场4楼,,苏宁广场店,1668,26.062177,119.28699,47457,越城记黑鱼煲,鱼火锅,http://img1.mwfile.cn/Files/201506/0810/1433731258635.jpg?ID=811035
工业路万象生活城4F-414号,,福州万象城店,1286,26.064272,119.290489,247206,大渝火锅,火锅,https://m.mwfile.cn/mm1003/image/20180816/124845_39acc72254.jpg
工业路378号万象城4层,,万象城店,1303,26.063916,119.290902,149684,云味四季,私房菜,http://img1.mwfile.cn/Files/201512/2810/1451269028236.jpg?ID=1602156
五一北路171号新都会花园广场1层C、E单元,,五一北路店,1525,26.077034,119.311497,148130,壹间茶餐厅,粤菜,http://img1.mwfile.cn/Files/201702/0617/1486372411517.jpg?ID=2715634
五一中路闽东大厦一楼高桥大厦正对面,,闽东大厦店,1595,26.072676,119.312333,178726,叶记汕头牛肉火锅,火锅,http://img1.mwfile.cn/webpic/201710/3013/59f6ba8cc32c1.jpg
万象城旁中央第五街2号楼,,福州总店,1244,26.06415,119.291787,299206,马路边边串串香,火锅,https://m.mwfile.cn/mm1013/image/20181208/103924_1f11013542.jpg!/fwfh/240x180
福州江滨西大道三迪欣天地2楼,,三迪中心店,2277,26.056622,119.285394,209198,THAI1949西泰料理,料理,https://m.mwfile.cn/mm1013/image/20180128/183054_c7de8715f2.jpg
福州台江区西环南路179号万宝地下二楼,,财富店,1404,26.063195,119.290244,197688,黄鹤楼美食园,私房菜,https://file.mwfile.cn/in1013/image/20171121/112828_61b7d26617.jpg
福州市鼓楼区南街东百商业中心C-1馆3层,,东百中心店,1192,26.084996,119.298974,267486,珍宝海鲜,海鲜,https://m.mwfile.cn/mm1013/image/20180827/110026_95145ac049.png!/fwfh/240x180
西环中路691号,,万象城店,1285,26.064269,119.290535,311229,老湘亲鱼头传说,川湘菜,https://m.mwfile.cn/mm1013/image/20190114/111744_15ee483539.jpg!/fwfh/240x180
"福建省福州市晋安区68,527,187,132,111,129,19",,五四北泰禾店,2369,26.06038039944936,119.27874403543878,296582,京禄府福州,创意菜,https://m.mwfile.cn/mm1013/image/20180410/123518_1d504f261c.jpg!/fwfh/240x180
鼓楼区八一七中路55号洪腾阁5#店面,,徐记店,695,26.07396,119.30343,58803,老福洲,小吃,http://img1.mwfile.cn/Files/201507/1410/1436840578367.jpg?ID=968512
福州市鼓楼区五四路王府井商场,,王府井店,2095,26.091467569,119.305622173,209247,大丰收李家,本帮江浙菜,http://img1.mwfile.cn/Files/201511/2010/1447987150626.jpg?ID=1459767
鼓楼区湖东路171号中旅城闽江苑,,湖东店,2181,26.092869,119.304164,128277,蜀都丰,中餐,http://img1.mwfile.cn/webpic/201710/2219/59ec862ac2a0e.jpg
福州市鼓楼区五四路128号王府井百货店负一楼,,王府井店,2133,26.09157,119.306256,89213,越城记黑鱼煲,鱼火锅,http://img1.mwfile.cn/Files/201506/0810/1433731258635.jpg?ID=811035
鼓楼区五四路128号王府井百货负一楼,,王府井店,2114,26.091521,119.305941,171670,蛙舍·海鲜牛蛙,香锅,https://m.mwfile.cn/mm1006/image/20181228/102940_776dad271d.jpg!/fwfh/240x180
福州市台江区东百元洪城四层T20,,元洪城店,3096,26.052398,119.315329,276156,汕头八合里海记牛肉,火锅,https://m.mwfile.cn/mm1003/image/20180122/112517_8d65df7b9c.jpg!/fwfh/240x180
鼓楼区五四路126号王府井百货6楼,,王府井店,2116,26.091825,119.30528,29444,大丰收鱼庄,火锅,http://img1.mwfile.cn/Files/201504/0311/1428030159317.jpg?ID=530248
中亭街8090时尚广场(福州市台江区),,上下杭店,2628,26.053059,119.307556,276436,梅邑驿馆,本帮菜,https://m.mwfile.cn/mm1013/image/20180927/120144_e4f10b8274.jpg!/fwfh/240x180
福建省福州市台江区江滨西大道100号,,融侨中心店,2474,26.059719,119.277989,280328,八闽小聚,其他美食,http://img3.mwfile.cn/oa/upload/201703/1615/58ca3f722b1db.jpg!/fwfh/240x180
五四路210号国际大厦2层,,五四店,2667,26.096987,119.305801,243934,三生石·大闽菜,私房菜,http://m.mwfile.cn/mm1006/application/20180629/121655_520e795dfb.jpg!/fwfh/240x180
长乐中路世欧广场南区4楼13-15号,,世欧广场店,3073,26.069887,119.326828,151022,望蓉城,中餐,http://img1.mwfile.cn/webpic/201709/2317/59c62e06d349a.jpg
晋安区王庄世欧广场南区四楼,,世欧店,3060,26.069726,119.326666,166769,+CAN·加餐海鲜自助,自助餐,http://img3.mwfile.cn/oa/upload/201704/1717/58f48556a6c6a.jpg
台江区瀛洲街道台江路95号东百元洪购物广场四层4FT—C05号,,东百元洪店,3163,26.052323,119.316307,145729,胖哥俩肉蟹煲,本帮江浙菜,http://img1.mwfile.cn/Files/201412/1511/1418613398539.jpg?ID=173699
鼓楼区五四路162号华福广场南楼一2楼,,五四店,2587,26.096077,119.306198,30488,必胜客,披萨,https://m.mwfile.cn/mm1003/image/20180207/144509_16b2b82114.jpg
晋安区福新中路家乐福1楼,,福新中路店,2979,26.081541,119.32528,191141,蜀都丰·手工水煮活鱼,川菜,http://img1.mwfile.cn/webpic/201710/2219/59ec847e2165a.jpg
福州市晋安区长乐中路88号世欧广场南区五层,,世欧广场,3045,26.069793,119.326526,75621,烹然四季餐厅,火锅,http://img1.mwfile.cn/Files/201509/1818/1442572579908.jpg?ID=1246114
福州晋安区长乐中路世欧广场3F,,世欧广场店,3040,26.07109,119.326692,183343,蓝海一家时尚自助餐厅,自助餐,http://img3.mwfile.cn/oa/upload/201708/0911/598a84a5278c4.jpg
长河路88号世欧广场北区417,,世欧广场店,3035,26.071161,119.326653,13240,越城记黑鱼煲,鱼火锅,http://img1.mwfile.cn/Files/201506/0810/1433731258635.jpg?ID=811035
福新中路321号世欧广场南区3楼,,世欧王庄店,3096,26.069344,119.326952,101586,大丰收鱼庄,海鲜,http://img1.mwfile.cn/Files/201504/0311/1428030159317.jpg?ID=530248
福建省福州市晋安区晋连路18-19号,,世欧店,3068,26.07172012329101,119.3270568847656,284289,贝勒爷双层炭火铜锅,火锅,https://m.mwfile.cn/mm1013/image/20180607/203956_01552f286a.jpg!/fwfh/240x180
晋连路与长乐中路交口世欧广场南区4楼,,世欧广场店,3077,26.069863,119.326866,143422,蛙舍.海鲜牛蛙,香锅,https://m.mwfile.cn/mm1006/image/20181228/103226_1fb516474f.jpg!/fwfh/240x180
福州市台江区东百元洪城3楼,,福州元洪店,3107,26.0522649366,119.3153281682,147117,大丰收渔家,火锅,http://img3.mwfile.cn/oa/upload/201606/2411/576cabe32b5d9.jpg
台江区台江路95号东百元洪购物广场4楼,,东百元洪店,3163,26.052324,119.316308,29442,大丰收鱼庄,火锅,http://img1.mwfile.cn/Files/201504/0311/1428030159317.jpg?ID=530248
福建省福州市长乐中路10号 紫阳商贸中心大润发,,福州大润发店,3120,26.0801195694,119.3271052339,173208,凡塔斯,美食,https://m.mwfile.cn/mm1013/image/20180928/142606_7f6a16e4c7.jpg
福建省福州市晋安区晋连路20世欧广场步行250m,,王庄店,3140,26.069850921630856,119.32749938964845,322403,开蚝屋,烧烤,https://m.mwfile.cn/mm1013/image/20190225/202255_b586b4e050.jpg!/fwfh/240x180
福建省福州市台江区台江路95,,元洪城店,3184,26.052539825439457,119.31694030761716,292977,+CAN·加餐海鲜自助,自助餐,https://m.mwfile.cn/mm1003/image/20181203/203211_ece73f861a.jpg
长乐中路与晋连路交叉口东40米路北,,王庄店,3204,26.070498,119.32826,147771,醉得意,闽菜,http://img1.mwfile.cn/Files/201511/1710/1447726455784.jpg?ID=1453003
晋安区晋连路世欧广场南区4楼,,世欧店,3125,26.069866,119.327354,150135,餐海海鲜自助,海鲜,http://img3.mwfile.cn/oa/upload/201702/2011/58aa5d670342d.jpg
晋安区长福路王庄长福花园（南湖农贸市场正对面）,,王庄店,3669,26.067042,119.332277,129754,王庄阿咪,海鲜,http://img3.mwfile.cn/oa/upload/201608/3010/57c4ef6d46354.jpg
仓山区浦上大道与闽江大道交汇处爱琴海购物公园,,福州爱琴海,4136,26.040543,119.279606,75661,星洲小聚,东南亚菜,http://img1.mwfile.cn/Files/201509/1620/1442404876742.jpg?ID=1237683!/fwfh/240x180
福州晋安区岳峰南路25号消防公寓7-9号门面,,岳峰南路店,3538,26.0801566281,119.3313505718,101307,醉得意,美食,http://img1.mwfile.cn/Files/201511/1710/1447726455784.jpg?ID=1453003
北二环中路与华屏路交汇处西南角旁,,北二环中路店,3724,26.107917,119.299091,188021,悦满庭,粤菜和台州菜,http://img1.mwfile.cn/webpic/201712/0118/5a212d05f19c9.jpg
浦上大道198号爱琴海商场东百购物广场6楼,,爱琴海东百店,4118,26.040719,119.279611,183498,胖哥俩肉蟹煲,杭帮菜,http://img1.mwfile.cn/Files/201412/1511/1418613398539.jpg?ID=173699
岳峰镇竹屿路6号东二环泰禾城市广场业中心22号楼第五层L521商铺,,福州东二环泰禾,4315,26.090335,119.335942,97533,星洲蕉叶,东南亚菜,http://img1.mwfile.cn/Files/201504/1215/1428822273599.jpg?ID=572770!/fwfh/240x180
东二环泰禾广场19#201、203、222、223,,东二环泰禾店,4320,26.090854,119.335732,97553,云味四季,私房菜,http://img1.mwfile.cn/Files/201702/2212/1487739291518.jpg?ID=2717270
福州市仓山区浦上大道爱琴海购物中心5楼,,爱琴海店,4131,26.0407,119.279351,208462,+CAN·加餐海鲜自助,自助餐,http://img3.mwfile.cn/oa/upload/201704/1717/58f48556a6c6a.jpg
福建省福州市仓山区浦上大道198号(近万达广场),,爱琴海店,4119,26.0409049987793,119.27914428710938,290372,望花溪,江浙菜,https://m.mwfile.cn/mm1013/image/20181115/102539_82436d1255.jpg!/fwfh/240x180
福州仓山区浦上大道19号爱琴海商场,,爱琴海店,4099,26.04099,119.27942,217606,京禄府,京系菜／北京烤鸭,https://m.mwfile.cn/mm1003/image/20180424/140116_402ff1e5fe.jpg
鼓楼区北环中路30号,,北环中路店,3855,26.108769,119.302389,129277,鱼头王,湘菜,http://img1.mwfile.cn/Files/201608/1917/1471599175925.jpg?ID=2497341
福州市仓山区爱琴海购物广场5F,,爱琴海店,4180,26.040399,119.278913,265582,杜老板松茸菌汤川味火锅,美食,https://m.mwfile.cn/mm1003/image/20181031/095218_eedce1035b.jpg
福州市仓山区闽江大道爱琴海购物广场东百6楼,,东百爱琴海店,4064,26.041327,119.279437,183036,蛙舍·海鲜牛蛙,香锅,https://m.mwfile.cn/mm1006/image/20181228/102711_904bccc83a.jpg!/fwfh/240x180
